printtokens2,v1,68,1,1,2020-04-30 14:20:36.534896,2020-04-30 14:24:36.548799,0:04:00.013903,3875,240,500,500
printtokens2,v2,70,2,2,2020-04-30 16:02:55.382742,2020-04-30 16:09:08.988499,0:06:13.605757,3866,249,500,500
printtokens2,v3,57,11,11,2020-04-30 18:19:48.535449,2020-04-30 18:23:59.886345,0:04:11.350896,4082,33,500,500
printtokens2,v4,49,24,24,2020-04-30 20:05:37.252470,2020-04-30 20:09:55.696128,0:04:18.443658,3783,332,500,500
printtokens2,v5,150,1,1,2020-04-30 21:43:55.714935,2020-04-30 21:47:53.983137,0:03:58.268202,3942,173,500,500
printtokens2,v6,138,3,3,2020-04-30 23:22:07.264664,2020-04-30 23:26:04.792883,0:03:57.528219,3597,518,500,500
printtokens2,v7,82,3,3,2020-05-01 01:17:20.069933,2020-05-01 01:22:27.841494,0:05:07.771561,3908,207,500,500
printtokens2,v8,86,10,10,2020-05-01 03:20:51.017040,2020-05-01 03:24:49.479772,0:03:58.462732,3859,256,500,500
printtokens2,v9,82,24,24,2020-05-01 04:58:12.977849,2020-05-01 13:00:41.293901,8:02:28.316052,4059,56,500,500
,,,79,,,,,,,,
