schedule,v2_1,79,5,5,2020-04-28 04:20:14.505983,2020-04-28 04:21:27.193889,0:01:12.687906,1749,901,200,500
schedule,v2_2,80,14,14,2020-04-28 11:46:24.954901,2020-04-28 11:47:20.165279,0:00:55.210378,2197,453,200,500
schedule,v3,70,4,4,2020-04-28 13:14:06.505417,2020-04-28 13:15:25.219720,0:01:18.714303,2491,159,200,500
schedule,v4,69,17,17,2020-04-28 14:36:31.053853,2020-04-28 14:37:26.431682,0:00:55.377829,2356,294,200,500
schedule,v5,69,31,31,2020-04-28 16:01:13.686670,2020-04-28 16:02:15.303583,0:01:01.616913,2609,0,200,500
schedule,v7_1,72,76,76,2020-04-28 17:33:51.431997,2020-04-28 17:34:47.093981,0:00:55.661984,2639,11,200,500
schedule,v7_2,81,48,48,2020-04-28 19:05:34.529374,2020-04-28 19:06:58.553018,0:01:24.023644,2634,16,200,500
schedule,v8,73,13,13,2020-04-28 20:36:13.913876,2020-04-28 20:37:09.770564,0:00:55.856688,2619,31,200,500
,,,208,,,,,,,,
